name,price,change_24h,volume_24h,market_cap
Goldfinch,3.46,0.98,1620000.0,100690000.0
Moonwell Artemis,0.04032,6.3,804997.0,100300000.0
MediBloc,0.01109,-0.55,646450.0,100220000.0
CUDOS,0.01709,-0.51,4350000.0,99830000.0
Verge,0.005952,-0.45,150696.0,98340000.0
Ozone Chain,0.2267,0.15,4580000.0,99100000.0
Snek,0.001335,-5.57,981669.0,97740000.0
Inverse Finance DOLA Stablecoin,0.995,-0.31,3230000.0,97720000.0
Standard Tokenization Protocol,0.05073,0.51,21360000.0,98540000.0
Grok,0.01526,-1.04,2560000.0,96430000.0
CANTO,0.1605,-1.47,8910000.0,95880000.0
Badger DAO,4.94,-2.43,312778.0,95120000.0
Humans.ai,0.01709,-0.52,223024.0,95290000.0
XPLA,0.1601,-0.35,5200000.0,94050000.0
NKN,0.1253,1.96,3980000.0,94600000.0
Velodrome Finance,0.136,-3.42,4350000.0,94760000.0
LooksRare,0.0939,0.15,4280000.0,93900000.0
Automata Network,0.1932,2.99,1450000.0,94390000.0
Energy Web Token,3.1,-0.25,5840000.0,93110000.0
Minati Coin,15.14,0.51,9440000.0,95030000.0
Origin Protocol,0.1602,-0.65,2130000.0,92640000.0
Node AI,0.9899,-5.03,5120000.0,93810000.0
Radicle,1.79,-2.47,7920000.0,92860000.0
Ardor,0.09235,0.54,730412.0,92250000.0
Ergo,1.22,-1.45,1920000.0,91980000.0
GamerCoin,0.1408,3.04,12310000.0,91510000.0
Aavegotchi,1.74,1.1,280542.0,91990000.0
USDX [Kava],0.8186,-0.13,8320000.0,91330000.0
SuperRare,0.1304,3.35,1720000.0,91500000.0
Entangle,0.8276,7.48,747474.0,90910000.0
LUKSO,2.99,-7.06,13790000.0,91370000.0
ArbDoge AI,5.115e-10,-3.41,3560000.0,89230000.0
LTO Network,0.2079,-2.83,13040000.0,89110000.0
Alien Worlds,0.02017,-1.57,1887.0,87440000.0
VerusCoin,1.14,2.68,16050000.0,87030000.0
Multibit,0.09302,13.08,253012.0,88370000.0
Bifrost (BFC),0.06202,1.61,12540000.0,86000000.0
GameBuild,0.005441,-0.74,2720000.0,85840000.0
CAW(A Hunters Dream),1.34e-07,8.25,380331.0,85310000.0
Redacted,276.08,2.35,2810000.0,84910000.0
WazirX,0.2191,2.99,1560000.0,83670000.0
Gemini Dollar,0.9967,-0.08,1240000.0,83480000.0
Liquity USD,1.0,-0.07,2640000.0,83090000.0
Ethernity Chain,4.02,-0.33,915792.0,82650000.0
Gearbox Protocol,0.01565,-0.58,445000.0,82750000.0
Tokamak Network,1.89,0.24,102190000.0,82890000.0
GME,0.01206,37.78,2350000.0,83000000.0
Wrapped Fantom,0.8228,-1.53,27530000.0,81460000.0
Ren,0.08205,12.29,6400000.0,81980000.0
MAP Protocol,0.01804,-0.62,30940000.0,79350000.0
Drift,0.5262,-2.36,7530000.0,79270000.0
Wrapped NXM,80.46,0.25,4330000.0,79290000.0
QuarkChain,0.01109,-3.92,71611.0,77650000.0
HyperCycle,0.5042,0.4,11407.0,78210000.0
Eigenpie mstETH,3844.1,0.8,47343.0,70360000.0
ankrETH,4452.56,1.36,6435.0,78300000.0
Krypton DAO,0.7701,-1.28,1190000.0,78900000.0
Trias Token (new),7.82,-4.02,563854.0,77290000.0
Huobi Token,0.4704,6.44,7320000.0,76310000.0
Perpetual Protocol,1.16,-1.48,4720000.0,76770000.0
Toko Token,0.4509,-2.7,21560000.0,76400000.0
BlackCardCoin,18.02,-9.34,17347.0,79130000.0
bemo staked TON,7.46,-4.23,1150000.0,76060000.0
Gods Unchained,0.2532,2.12,10050000.0,75510000.0
MEMETOON,0.01342,0.16,1670000.0,75560000.0
GenesysGo Shadow,0.4649,-3.5,904803.0,74900000.0
Dora Factory (new),0.1384,-2.27,897.0,74370000.0
Hifi Finance,0.007901,-1.47,735968.0,74170000.0
Uquid Coin,7.41,0.79,4460000.0,74070000.0
PepeFork,1.786e-07,3.48,8890000.0,75140000.0
ALEX Lab,0.1227,-0.98,942909.0,74440000.0
Aleph.im,0.2974,-1.2,1600.0,73530000.0
Polymath,0.07946,1.05,20.0,73500000.0
Global Currency Reserve,0.6833,-0.12,257314.0,73130000.0
Sovryn,1.18,-6.61,1160000.0,72770000.0
Metaplex,0.2932,2.06,7010000.0,72920000.0
StormX,0.007245,-0.48,3020000.0,72450000.0
MovieBloc,0.004094,-1.0,3320000.0,72400000.0
Cortex,0.327,2.32,1070000.0,72370000.0
Euler Finance,4.87,7.28,228464.0,71950000.0
AGORIC,0.1087,0.88,2410000.0,71630000.0
Maple,16.24,10.19,12020000.0,71750000.0
pSTAKE Finance,0.1582,8.39,18484826.450636305,69530000.0
ZB Token,0.1535,0.0,2270000.0,71130000.0
REI Network,0.07437,-0.81,101300.0,70650000.0
Clash of Lilliput,0.8621,1.37,5630000.0,70760000.0
Polkastarter,0.7115,-3.23,14720000.0,70600000.0
Railgun,1.23,1.13,5110000.0,70460000.0
ArchLoot,0.2315,1.54,2350000.0,70290000.0
Victoria VR,0.01314,-4.51,1127.0,70090000.0
Shardus,0.1577,2.07,10150000.0,69330000.0
Bitgert,1.753e-07,-0.46,66140.0,69370000.0
sETH2,3851.27,1.37,18484826.450636305,68920000.0
Lendefi,0.0116,0.0,54699.0,69030000.0
CoW Protocol,0.299,0.95,48640000.0,68570000.0
Linear,0.01096,0.85,4170000.0,68850000.0
Litentry,1.22,-1.39,25.0,68240000.0
Props Token,0.1292,2.0,5670000.0,66349999.99999999
Best Fintech Investment Coin,6.46,17.46,8820000.0,68360000.0
Bella Protocol,1.05,0.07,9150000.0,68260000.0
Polyhedra Network,1.13,-0.79,1710000.0,68410000.0
Streamr,0.0657,1.73,10780000.0,67900000.0
PlatON,0.01201,0.03,4734.0,67720000.0
RAMP,0.1412,0.27,459898.0,67450000.0
Humanscape,0.06763,0.32,27460000.0,67180000.0
Cocos-BCX,0.9437,16.51,3260000.0,67050000.0
NULS,0.6104,1.4,4810000.0,66370000.00000001
Ampleforth Governance Token,4.39,-1.45,187360000.0,65769999.99999999
Ben the Dog,0.0703,111.18,740084.0,70290000.0
Rarible,2.75,1.02,213746.0,65629999.99999999
DeFi Pulse Index,115.05,0.54,88168.0,64310000.0
Wrapped IoTeX,0.06453,3.74,2049999.9999999998,64220000.0
Ultra,0.1671,1.76,820302.0,63170000.0
Wrapped TAO,420.29,4.09,781580.0,63100000.0
QANplatform,0.03691,-3.4,412083.0,62750000.0
DEXTools,0.7745,9.55,2100000.0,62600000.0
Star Atlas,0.003891,-0.54,1630000.0,62480000.0
Dimitra,0.1282,22.3,2580000.0,62350000.0
Rally,0.01205,-0.42,2380000.0,62570000.0
Anchored Coins AEUR,1.09,0.07,31850000.0,62120000.0
OMG Network,0.4387,-3.88,390138.0,61520000.0
Across Protocol,0.4477,1.37,3000000.0,61810000.0
crow with knife,7.855e-08,22.55,129090.0,60470000.0
Function X,0.1512,0.87,420.0,61770000.0
Compound Dai,0.02301,-0.08,6170000.0,61740000.0
Orion Protocol,1.83,5.0,1230000.0,62590000.0
Boson Protocol,0.4756,4.59,676248.0,61560000.0
SIDUS,0.006553,-2.73,2320000.0,61310000.0
Cobak Token,0.7213,-0.87,3270000.0,61000000.0
USD+,1.0,-0.01,587166.0,60800000.0
Metadium,0.03549,0.32,7550000.0,60460000.0
Clover Finance,0.07515,-0.72,350.0,60400000.0
Staked TRX,0.1242,-0.61,2170000.0,60370000.0
Flamingo,0.1015,0.83,8530000.0,60230000.0
Sweat Economy,0.00899,-0.38,166800000.0,60130000.0
Celsius,1.59,26.52,18484826.450636305,60150000.0
Elastos,2.71,2.51,1130000.0,59810000.0
VAIOT,0.1792,-2.83,7980000.0,59410000.0
DIA,0.5344,-0.45,1840000.0,59110000.0
PaLM AI,0.741,-0.95,2910000.0,58540000.0
Enzyme,22.22,1.99,1350000.0,59220000.0
Alethea Artificial Liquid Intelligence Token,0.01644,0.06,5340000.0,59000000.0
Komodo,0.4338,2.14,1520000.0,58980000.0
Wirex Token,0.005877,-1.26,2200000.0,58770000.0
Kishu Inu,6.296e-10,3.9,118232.0,58640000.0
GameFi,5.35,-2.92,2350000.0,58540000.0
FUN Token,0.00533,1.42,4410000.0,58440000.0
Alchemix,25.72,2.13,12670000.0,57890000.0
PlayDapp,0.1029,4.56,18484826.450636305,57820000.0
TempleDAO,0.9738,0.0,259958.0,58090000.0
Whiteheart,6533.35,0.46,13010000.0,58070000.0
Adverb,1.68e-06,-8.62,795938.0,59100000.0
district0x,0.05777,-0.74,2563.0,57770000.0
JPool Staking Pool Token,204.84,0.23,2270000.0,57530000.0
SaucerSwap,0.08847,0.43,2020000.0,57390000.0
Dynex,0.6128,11.16,5080000.0,55580000.0
Boba Network,0.3326,-2.26,15560000.0,57080000.0
Contentos,0.011,1.22,4179999.9999999995,56270000.0
Chain,0.00202,-0.33,18484826.450636305,56370000.0
Cannation,22.65,0.0,2009999.9999999998,56090000.0
Zero1 Labs,0.6163,11.4,307368.0,56220000.0
VitaDAO,2.18,-0.98,410113.0,55630000.0
OctaSpace,1.93,-4.66,365027.0,55900000.0
Commune AI,0.5459,-12.82,78872.0,54990000.0
Merit Circle,2.7,-2.49,448372.0,55600000.0
Staika,1.87,-7.78,525319.0,53940000.0
ChainSwap,0.05999,-2.65,3890000.0,55450000.0
Mdex,0.05831,11.21,69878.0,55410000.0
Magic Internet Money,0.9957,0.15,1010000.0,55370000.0
Numbers Protocol,0.0887,2.11,40855.0,55280000.0
ALL BEST ICO,0.04127,-41.99,927827.0,54900000.0
Neopin,0.6252,-1.88,1800000.0,55340000.0
Chainge,0.1165,-2.38,8580000.0,55220000.0
Stafi,0.5241,-0.82,31860000.0,54820000.0
Parcl,0.4363,-1.85,18484826.450636305,53520000.0
Reserve,1.87,0.93,2320000.0,53960000.0
Beta Finance,0.06713,-1.56,585679.0,53600000.0
Star Atlas DAO,0.2126,1.52,6001.0,53560000.0
Metacraft,1.02,1.56,1060000.0,53520000.0
Electroneum,0.002987,3.03,2660000.0,53680000.0
Blendr Network,1.28,-3.08,4270000.0,52240000.0
Dego Finance,2.49,-0.05,1660000.0,52220000.0
Burnedfi,3.81,7.48,18484826.450636305,52760000.0
Venus XVS,0.2299,0.81,492564.0,51610000.0
Assemble Protocol,0.03464,-0.14,3270000.0,51410000.0
Ultima,3336.54,-6.02,19050000.0,51180000.0
Reef,0.002226,-7.28,35500.0,50790000.0
Veno Finance,0.1056,-0.12,20.0,50760000.0
Netrum,23.64,-0.04,9500000.0,50590000.0
Verasity,0.005037,0.27,5150000.0,50370000.0
League of Kingdoms Arena,0.2964,3.21,40285.0,50310000.0
JPEG'd,0.0007218,7.69,902541.0,50100000.0
HAY,1.0,-0.03,7430000.0,50220000.0
The Root Network,0.04831,1.35,642563.0,50190000.0
StrikeX,0.05772,7.08,2590000.0,49700000.0
DIMO,0.2143,5.67,1230000.0,47810000.0
HUNT,0.3928,0.96,16422.0,49660000.0
smARTOFGIVING,0.6738,0.01,866661.0,49710000.0
RichQUACK.com,1.12e-09,1.37,7260000.0,49380000.0
Samoyedcoin,0.01348,-6.08,118200.0,49300000.0
Botto,1.05,0.89,1620000.0,49110000.0
Doge Killer,460.48,1.97,70430000.0,48980000.0
Bonfida,0.3886,27.76,22522.0,49940000.0
EverGrow Coin,1.056e-07,-0.6,5240000.0,49080000.0
Aergo,0.109,0.21,982536.0,48510000.0
AI Analysis Token,0.7075,-2.38,4070000.0000000005,48460000.0
IDEX,0.06022,-1.66,882400.0,48630000.0
Crown by Third Time Games,0.515,-2.23,7170000.0,49520000.0
Apeiros,0.5526,2.9,469934.0,48430000.0
ViciCoin,21.09,1.16,1070000.0,48080000.0
IX Token,0.4327,-15.12,1950000.0,48870000.0
Sologenic,0.1198,3.11,1150000.0,47900000.0
Propchain,2.5,11.1,469434.0,47610000.0
Persistence,0.2504,-1.67,982841.0,47170000.0
Opulous,0.1681,1.67,18484826.450636305,47690000.0
bZx Protocol,0.04998,0.0,25617.0,47470000.0
LUKSO,3.05,-5.57,33049999.999999996,47440000.0
Steem Dollars,3.5,0.63,2640000.0,46890000.0
Harvest Finance,68.49,-0.58,7190000.0,46920000.0
Neon EVM,0.8176,-1.81,360630.0,47140000.0
CoinEx Token,0.06556,9.3,1640000.0,46460000.0
Propbase,0.1312,3.9,86073.0,45990000.0
Pirate Chain,0.2414,2.07,8730000.0,47360000.0
TomoChain,0.4825,-0.23,243960.0,46720000.0
Cornucopias,0.05518,1.46,55213.0,46830000.0
DeGate,0.1196,-1.56,4040000.0,46320000.0
Biswap,0.09499,2.11,53770000.0,45870000.0
MON Protocol,0.426,0.49,1540000.0,46070000.0
Games for a living,0.02062,14.22,20.0,46030000.0
LiteCoin Ultra,44.34,-0.1,10474.0,45730000.0
Alitas,0.38,3.24,666153.0,45590000.0
ThunderCore,0.004301,-0.24,1670000.0,46300000.0
IRISnet,0.02835,1.14,309573.0,45600000.0
Smog,0.05766,-2.5,28.0,44920000.0
DeFiChain,0.05458,-0.88,3960000.0,44780000.0
Measurable Data Token,0.06595,2.61,3470000.0,44590000.0
CEEK VR,0.05459,-0.63,421922.0,43990000.0
Meter Governance,1.31,12.33,1350000.0,43650000.0
ZTX,0.01418,0.67,184100000.0,43480000.0
Burger Swap,0.8638,44.54,277891.0,46090000.0
Gelato,0.395,-3.32,26610000.0,43440000.0
tomiNet,0.373,-0.85,4970000.0,43050000.0
Utrust,0.08594,0.96,4350000.0,42970000.0
Voxies,0.246,2.53,1632.0,43190000.0
Bit2Me,0.008777,0.59,291407.0,43110000.0
Stronghold Token,0.007337,7.41,986090.0,42510000.0
MATH,0.3761,-3.8,3210000.0,43010000.0
Clore.ai,0.1732,5.02,10460000.0,43200000.0
MXC,0.01606,-3.41,302486.0,42440000.0
Kin,1.445e-05,-8.47,14545.0,42420000.0
QuickSwap,59.88,1.75,52219.0,42460000.0
Instadapp,2.35,1.64,6110000.0,42190000.0
Selfkey,0.007922,1.85,1160000.0,42030000.0
WigoSwap,0.02339,20.14,51686.0,40380000.0
THORSwap,0.2355,-0.7,77694.0,41850000.0
Aura Finance,0.8214,0.36,2330000.0,41810000.0
FirmaChain,0.04831,-0.85,974160.0,41520000.0
TRAC,1.95,-8.7,2760000.0,40880000.0
Travala.com,0.7955,2.69,5420000.0,40960000.0
XCAD Network,0.8607,-2.36,153462.0,41080000.0
Magpie,0.1011,2.54,8560000.0,41040000.0
Statter Network,0.8102,-1.17,1480000.0,40790000.0
Green Satoshi Token,0.02607,2.37,1690000.0,40130000.0
Polytrade,1.1,5.23,153175.0,40280000.0
Stargaze,0.01615,-3.05,239348.0,40290000.0
Circuits of Value,0.02238,0.95,1160000.0,39940000.0
Router Protocol,2.57,-8.6,3020000.0,39980000.0
Quickswap[New],0.0563,2.17,1820000.0,39920000.0
Coreum,0.1035,0.3,1750000.0,39820000.0
Euro Coin,1.08,0.58,2240000.0,39540000.0
Vertex Protocol,0.1619,-1.17,1560000.0,39590000.0
DeFinder Capital,1.49,0.73,7350000.0,39470000.0
Unifi Protocol DAO,4.56,-0.71,362101.0,39310000.0
IAGON,0.1029,-0.34,2310000.0,38700000.0
Tether EURt,1.07,0.87,192605.0,38910000.0
Moon Tropica,17.18,-6.09,4220000.0,38430000.0
Pandora,3781.73,2.04,41744.0,37820000.0
OmniFlix Network,0.1522,-1.53,5920000.0,38180000.0
MetFi,0.3316,-70.47,2760000.0,39010000.0
Cratos,0.0007738,3.72,1610000.0,38150000.0
DEAPcoin,0.001515,-5.25,525276.0,37620000.0
Volo Staked SUI,1.13,5.13,533547.0,38060000.0
ApolloX,0.08502,-1.03,10210000.0,38080000.0
ETH 2x Flexible Leverage Index,34.59,1.79,72685.0,37600000.0
Zero,0.02516,6.04,1030000.0,37830000.0
SingularityDAO,0.4538,5.67,486716.0,37550000.0
Koinos,0.446,-4.77,152500.0,37120000.0
PAID Network,0.1236,-11.64,4390000.0,37180000.0
DUKO,0.003895,-3.13,3460000.0,37640000.0
Marinade,0.1416,14.92,315141.0,37280000.0
Sentinel Protocol,0.0744,-0.41,18484826.450636305,37040000.0
ONBUFF,0.04781,0.0,129590.0,36820000.0
ThetaDrop,0.003298,-0.08,8761.0,36450000.0
Dero,2.56,1.69,1800000.0,36680000.0
Groestlcoin,0.425,-2.53,915620.0,36210000.0
Velas,0.01405,0.9,728311.0,36490000.0
Ampleforth,1.29,2.28,1310000.0,36540000.0
Graphlinq Protocol,0.1088,7.81,96762.0,37000000.0
cheqd,0.05602,2.04,898578.0,35990000.0
Moss Coin,0.08736,1.38,540.0,36210000.0
Snowbank,224.98,-1.0,2550000.0,35920000.0
ASD,0.05429,-1.58,22690000.0,35860000.0
Altura,0.04984,-3.0,1040000.0,35870000.0
sUSD,0.9547,0.13,1160000.0,35630000.0
ELYSIA,0.008807,-3.12,18484826.450636305,35320000.0
Venus USDT,0.0239,0.03,4750000.0,35510000.0
Celo Dollar,0.9979,-0.18,851859.0,35480000.0
Cere Network,0.005141,1.09,546185.0,35680000.0
PolySwarm,0.02284,0.98,18759.0,35320000.0
Hive Dollar,0.9972,-0.06,484012.0,35080000.0
Stratos,0.9033,18.08,157136.0,35050000.0
Agoras,1.92,-2.65,22466.0,34570000.0
Impossible Decentralized Incubator Access,0.05131,-6.5,9965.0,34890000.0
Frax Price Index Share,1.2,-0.97,5180000.0,34770000.0
HyperGPT,0.07374,2.51,3480000.0,35040000.0
Farcana,0.05358,8.68,3010000.0,34570000.0
KlimaDAO,4.24,3.53,324604.0,33910000.0
Hacken Token,0.05378,-0.66,415401.0,34690000.0
Taraxa,0.008177,-4.15,5120000.0,34500000.0
Ice Network,0.005169,-0.15,6910000.0,34190000.0
Santos FC Fan Token,6.2,-0.22,959973.0,34390000.0
Blocksquare Token,0.7153,-1.54,113741.0,34260000.0
Blockasset,0.1286,-2.96,193325.0,34360000.0
DEPO,0.03661,0.99,304718.0,34600000.0
Index Cooperative,5.06,3.41,3530000.0,34040000.0
UniLend,0.4305,1.5,206832.0,33690000.0
Locus Chain,0.01611,6.29,1020000.0,33530000.0
Proton,0.001298,-3.64,840134.0,33479999.999999996
AIT Protocol,0.2412,-4.83,816479.0,34440000.0
AhaToken,0.006493,-1.85,2640000.0,33450000.000000004
Keep3rV1,78.42,0.95,4350000.0,33340000.000000004
Ambrosus,0.01091,2.81,286962.0,32920000.0
Agora Defi,3.24,0.0,2870000.0,32900000.0
Tranchess,0.2049,0.78,518701.0,32619999.999999996
HOPR,0.09599,-3.65,1030000.0,32750000.0
Klever,0.003676,1.44,169135.0,32640000.0
Connex,28.36,-0.1,1887.0,32610000.0
Atlas DEX,0.5467,14.67,44403.0,33420000.0
KYVE Network,0.055,2.02,75465.0,32430000.0
Kwenta,74.8,-0.75,1900000.0,32299999.999999996
Beefy Finance,402.31,1.47,1653.0,32189999.999999996
PinkSale,321.36,7.54,1620000.0,32140000.0
Only1,0.09789,-12.53,670966.0,32420000.0
Concordium,0.003395,14.97,854075.0,32330000.0
Katana Inu,0.001164,-4.41,9620000.0,31690000.0
Super Trump,0.01792,-21.41,2910000.0,32930000.0
PIVX,0.3813,1.63,274369.0,31820000.0
RSK Smart Bitcoin,71062.65,0.11,1254.0,32020000.000000004
Student Coin,0.006002,0.11,2560000.0,31950000.0
ALTAVA,0.06271,-1.1,1900000.0,31910000.0
Wrapped Mantle,1.05,9.06,1320000.0,31550000.0
Vara Network,0.0625,4.27,609689.0,32780000.0
Alpha Quark Token,1.19,0.0,178152.0,31810000.0
Shiba Predator,5.269e-08,3.93,18484826.450636305,31610000.0
Ultiledger,0.01112,0.0,57767.0,31550000.0
Dexalot,0.6267,-0.16,7370000.0,31340000.0
Akropolis,0.006982,0.98,18484826.450636305,30970000.0
Compound Basic Attention Token,0.004435,0.0,53175.0,30960000.0
Eco,0.1106,-1.53,1390000.0,30470000.0
Nibiru Chain,0.1655,2.3,2210000.0,30890000.0
Wrapped NCG (Nine Chronicles Gold),0.08659,-3.53,4120000.0,30700000.0
Ambire AdEx,0.213,1.85,12670000.0,30690000.0
Cetus Protocol,0.1106,9.54,9630000.0,30960000.0
Silly Dragon,0.03101,5.88,1180000.0,31010000.0
SIX,0.03588,-1.2,1320000.0,30530000.0
Land Of Conquest,0.06182,2.2,14830000.0,29960000.0
CatCoin,5.969e-10,6.92,3720000.0,29850000.0
Paris Saint-Germain Fan Token,3.86,1.91,55652.0,29930000.0
Isiklar Coin,0.2997,0.0,2550000.0,29970000.0
Haedal Staked SUI,1.14,5.06,18484826.450636305,29910000.0
GXChain,0.3986,-0.54,11730000.0,29890000.0
OORT,0.2289,4.36,73450.0,29560000.0
Manifold Finance,17.16,3.73,724071.0,29550000.0
Tenset,0.7486,4.37,417770.0,29700000.0
Shapeshift FOX Token,0.07764,1.11,361226.0,29280000.0
e-Radix,0.0399,0.1,26320000.0,29320000.0
Nyan Heroes,0.2845,2.11,32988.0,28750000.0
LUFFY,4.608e-10,0.0,24280000.0,29230000.0
Shuffle,0.2209,11.58,4010000.0,29290000.0
Solchat,3.65,-7.41,656610.0,29330000.0
Pitbull,7.279e-10,5.83,204815.0,29260000.0
Volt Inu V2,5.29e-07,-3.07,2880000.0,28970000.0
Pepe 2.0,6.053e-08,-4.72,25604.0,28390000.0
UwU Lend,3.21,0.88,2340000.0,28770000.0
VIDT DAO,0.03486,0.41,454910.0,28660000.0
zkRace,0.2343,-6.38,15932.0,28110000.0
AXEL,0.09867,7.45,4950000.0,27930000.0
ZKFair,0.002848,0.79,100224.0,28480000.0
Aquarius,0.0009516,0.46,58564.0,28260000.0
Zano,2.3,3.18,406232.0,28110000.0
Aurory,0.4761,-5.0,237492.0,28060000.0
Mango Markets,0.028,0.13,57488.0,28000000.0
Vectorspace AI,0.5569,-3.7,1520000.0,27800000.0
VITE,0.02553,0.98,1880000.0,27900000.0
PARSIQ,0.1067,0.2,3120000.0,27780000.0
FC Barcelona Fan Token,2.55,1.71,2570000.0,27680000.0
Wing Finance,6.4,0.19,1830000.0,27680000.0
Crypto Asset Governance Alliance,0.0004484,-0.47,196293.0,27570000.0
Brickken,0.4683,4.64,5110000.0,28040000.0
Alpaca Finance,0.1836,-0.02,1120000.0,27440000.0
Dock,0.0314,2.31,481.0,27520000.0
BLOCKv,0.008304,-1.96,757369.0,27420000.0
XSGD,0.747,0.31,51883.0,27350000.0
TokenPocket,0.007823,0.07,18484826.450636305,27120000.0
Multiplier,0.1503,0.0,3810000.0,27110000.0
FIO Protocol,0.03564,3.93,452708.0,27190000.0
Swarm Markets,0.8196,0.9,2610000.0,26860000.0
BarnBridge,3.38,0.67,253762.0,26740000.0
MobileCoin,0.1245,29.42,18484826.450636305,24670000.0
Phoenix Global [old],0.007939,0.0,764.0,26890000.0
Flux,0.09985,-4.76,3170000.0,26810000.0
Decubate,0.06949,1.0,234095.0,26600000.0
Decimal,0.002906,-7.08,138166.0,26560000.0
BreederDAO,0.04699,-2.41,45822.0,26560000.0
BFG Token,0.02666,-0.12,602888.0,26510000.0
Optimus AI,0.2779,-0.46,18803.0,26410000.0
Hxro,0.04269,15.86,2320000.0,26480000.0
GAMEE,0.02668,16.5,3530000.0,26260000.0
TAKI,0.0225,0.91,18484826.450636305,26350000.0
Pepe Cash,0.03751,0.0,322236.0,26330000.0
Avalaunch,0.7033,-0.35,3960000.0,26190000.0
AirSwap,0.1493,-1.35,43113.0,26050000.0
SafeMoon V2,4.674e-05,2.12,530137.0,26020000.0
Cryptex Finance,4.4,7.64,80589.0,26240000.0
ResearchCoin,0.274,11.93,56449.0,26090000.0
ICHI,3.0,-1.15,153114.0,25930000.0
FONSmartChain,2.1,1.29,156936.0,26000000.0
Rocket Vault-RocketX,0.2759,-0.52,1260000.0,25850000.0
Gaimin,0.003867,-0.19,1680000.0,25660000.0
Kava Lend,0.1882,2.87,33141.0,25370000.0
NuNet,0.05087,1.84,18484826.450636305,25650000.0
Compound Uni,0.1256,0.0,1190000.0,25610000.0
RabbitX,0.05738,-1.43,1420000.0,25690000.0
Firo,1.84,0.97,1280000.0,25280000.0
HELLO Labs,0.04011,9.06,523539.0,25290000.0
Bloktopia,0.001418,-0.05,1200000.0,24870000.0
5ire,0.05534,-2.3,94091.0,24690000.0
Crob Mob,0.03043,0.28,13100.0,24350000.0
Sipher,0.2579,-1.15,94452.0,24730000.0
MAI,0.5898,-2.58,5240000.0,16260000.000000002
Lazio Fan Token,2.84,3.95,8.0,24390000.0
USDK,0.8564,-0.23,358693.0,24490000.0
DeepBrain Chain,0.004498,-8.06,7942.0,24420000.0
Centrality,0.02039,-3.02,328724.0,24470000.0
Kryll,0.6353,-1.08,2690000.0,24430000.0
Shrapnel,0.1016,-8.55,58168.0,24470000.0
AVINOC,0.06181,0.77,18484826.450636305,24060000.0
BTU Protocol,0.3,-0.01,71628.0,24000000.0
Solend,0.6512,22.68,281.0,25350000.0
XIDO FINANCE,0.6902,-23.8,28651.0,19540000.0
Tectonic,9.574e-08,2.95,31.0,23720000.0
Rome,104.87,-5.88,36696.0,23770000.0
Dragonchain,0.06395,-4.79,1015.0,23710000.0
renBTC,71479.94,0.87,364.0,23580000.0
Ellipsis,0.03259,-0.62,773444.0,23590000.0
Vega Protocol,0.3845,-6.9,3190000.0,23770000.0
Gifto,0.02354,0.63,114611.0,23530000.0
Catgirl,6.651e-10,6.84,848924.0,23540000.0
Angle Protocol,1.09,1.76,18484826.450636305,23610000.0
Counterparty,8.98,-0.17,3250000.0,23480000.0
MileVerse,0.008574,-6.75,9470000.0,23670000.0
XT.com Token,3.87,1.17,24818.0,23420000.0
Bitmex Token,0.2348,-0.29,3987.0,23420000.0
Huobi BTC,23805.71,-2.55,3140000.0,23080000.0
Manchester City Fan Token,3.03,1.18,18484826.450636305,23320000.0
Dexpools,2.65,0.0,1260.0,23200000.0
Bankera,0.0009311,0.0,233453.0,23180000.0
Inverse Finance,42.67,1.68,390487.0,23210000.0
Alkimi,0.122,3.07,18484826.450636305,23160000.0
TerraClassicKRW,0.0006017,0.0,3950000.0,23080000.0
Dmail Network,0.5612,2.43,6170000.0,22820000.0
FC Porto,2.92,1.09,1004.0,22790000.0
XeniosCoin,0.3001,0.01,330395.0,22890000.0
Lingose,0.003566,-0.54,673215.0,22250000.0
Evmos,0.04531,4.45,181191.0,22870000.0
Badmad Robots,0.03173,5.51,1380000.0,22820000.0
Argentine Football Association Fan Token,1.93,-8.08,5840000.0,23040000.0
SwftCoin,0.005682,7.71,26606.0,22760000.0
CoinMetro Token,0.07545,-5.08,14009.0,22810000.0
Rakon,0.0934,0.0,293306.0,22680000.0
BobaCat,0.03836,2.02,596894.0,22140000.0
Shido (new),0.001293,6.94,47.0,22790000.0
Arianee,0.2538,0.69,53369.0,22830000.0
Acet,0.01032,0.14,143258.0,22530000.0
Book.io,0.01957,0.12,1200000.0,22590000.0
Smart Layer Network,1.38,0.35,18484826.450636305,22600000.0
Yuan Chain Coin,0.00453,0.0,430755.0,22480000.0
Kleros,0.02894,2.16,3400000.0,22470000.0
OG Fan Token,4.65,0.39,835868.0,22480000.0
Credefi,0.03017,18.61,182486.0,22580000.0
Talken,0.1092,2.4,27077.0,22190000.0
VeraOne,75.49,0.68,49645.0,22320000.0
NFTX,36.73,4.34,627493.0,22280000.0
WiFi Map,0.07432,-1.19,3660000.0,22240000.0
Alpine F1 Team Fan Token,1.96,3.06,213277.0,22210000.0
MonaCoin,0.336,0.01,680753.0,22090000.0
